ProvinceCode,MarriageYear,RegistrationYear,BridegroomAge,BrideAge,AgeDiff
Eastern Cape,1961,2018,22,28,Bridegroom younger
Eastern Cape,1993,2018,51,43,Bridegroom older
Eastern Cape,1990,2018,48,47,Bridegroom older
Eastern Cape,1991,2018,48,24,Bridegroom older
Eastern Cape,1976,2018,32,29,Bridegroom older
Eastern Cape,1967,2018,23,15,Bridegroom older
Eastern Cape,1972,2018,27,25,Bridegroom older
Eastern Cape,1985,2018,40,28,Bridegroom older
Eastern Cape,1968,2018,21,19,Bridegroom older
Eastern Cape,1977,2018,29,27,Bridegroom older
Eastern Cape,1978,2018,30,20,Bridegroom older
Eastern Cape,1977,2018,24,26,Bridegroom younger
Eastern Cape,1977,2018,24,16,Bridegroom older
Eastern Cape,2000,2018,42,36,Bridegroom older
Eastern Cape,1994,2018,36,30,Bridegroom older
Eastern Cape,1985,2018,24,20,Bridegroom older
Eastern Cape,2017,2018,52,44,Bridegroom older
Eastern Cape,2008,2018,43,42,Bridegroom older
Eastern Cape,1993,2018,26,25,Bridegroom older
Eastern Cape,2017,2018,34,31,Bridegroom older
KwaZulu-Natal,2018,2018,85,39,Bridegroom older
KwaZulu-Natal,1963,2018,29,21,Bridegroom older
KwaZulu-Natal,2018,2018,79,52,Bridegroom older
KwaZulu-Natal,1966,2018,26,20,Bridegroom older
KwaZulu-Natal,1983,2018,40,25,Bridegroom older
KwaZulu-Natal,1984,2018,39,35,Bridegroom older
KwaZulu-Natal,1968,2018,22,26,Bridegroom younger
KwaZulu-Natal,1969,2018,23,20,Bridegroom older
KwaZulu-Natal,1992,2018,46,32,Bridegroom older
KwaZulu-Natal,1995,2018,49,45,Bridegroom older
KwaZulu-Natal,1976,2018,29,24,Bridegroom older
KwaZulu-Natal,1973,2018,25,21,Bridegroom older
KwaZulu-Natal,1985,2018,35,27,Bridegroom older
KwaZulu-Natal,1988,2018,35,36,Bridegroom younger
KwaZulu-Natal,2000,2018,44,36,Bridegroom older
KwaZulu-Natal,1994,2018,37,30,Bridegroom older
KwaZulu-Natal,1981,2018,23,19,Bridegroom older
KwaZulu-Natal,1991,2018,32,26,Bridegroom older
KwaZulu-Natal,1996,2018,36,33,Bridegroom older
KwaZulu-Natal,1992,2018,29,25,Bridegroom older
KwaZulu-Natal,2018,2018,49,47,Bridegroom older
KwaZulu-Natal,2017,2018,47,42,Bridegroom older
KwaZulu-Natal,2018,2018,47,35,Bridegroom older
KwaZulu-Natal,2013,2018,39,36,Bridegroom older
KwaZulu-Natal,2014,2018,30,28,Bridegroom older
KwaZulu-Natal,2017,2018,28,24,Bridegroom older
KwaZulu-Natal,2018,2018,65,56,Bridegroom older
KwaZulu-Natal,2001,2018,42,32,Bridegroom older
KwaZulu-Natal,2018,2018,34,34,Spouses same age
Eastern Cape,1990,2018,26,21,Bridegroom older
Eastern Cape,2015,2018,39,21,Bridegroom older
KwaZulu-Natal,2018,2018,31,26,Bridegroom older
KwaZulu-Natal,2015,2018,50,42,Bridegroom older
Limpopo,1977,2018,23,16,Bridegroom older
Eastern Cape,2011,2018,33,29,Bridegroom older
Eastern Cape,1989,2018,22,19,Bridegroom older
Limpopo,2016,2018,35,33,Bridegroom older
Eastern Cape,1975,2018,27,28,Bridegroom younger
Eastern Cape,2018,2018,34,25,Bridegroom older
KwaZulu-Natal,1970,2018,30,26,Bridegroom older
Limpopo,1996,2018,24,22,Bridegroom older
Limpopo,2011,2018,23,22,Bridegroom older
Limpopo,1981,2018,20,16,Bridegroom older
Limpopo,1977,2018,23,16,Bridegroom older
Eastern Cape,2001,2018,23,19,Bridegroom older
Western Cape,2013,2018,28,25,Bridegroom older
Limpopo,2009,2018,34,29,Bridegroom older
KwaZulu-Natal,2018,2018,42,35,Bridegroom older
KwaZulu-Natal,2017,2018,47,39,Bridegroom older
KwaZulu-Natal,2018,2018,45,25,Bridegroom older
Unknown,2018,2018,57,57,Spouses same age
KwaZulu-Natal,1987,2018,26,27,Bridegroom younger
KwaZulu-Natal,2017,2018,31,31,Spouses same age
KwaZulu-Natal,2018,2018,41,42,Bridegroom younger
KwaZulu-Natal,2018,2018,34,21,Bridegroom older
Mpumalanga,1981,2018,26,20,Bridegroom older
Mpumalanga,2008,2018,30,25,Bridegroom older
KwaZulu-Natal,1994,2018,65,38,Bridegroom older
KwaZulu-Natal,1989,2018,56,49,Bridegroom older
KwaZulu-Natal,1996,2018,42,38,Bridegroom older
KwaZulu-Natal,1979,2018,23,23,Spouses same age
KwaZulu-Natal,1991,2018,30,26,Bridegroom older
KwaZulu-Natal,2018,2018,36,39,Bridegroom younger
KwaZulu-Natal,2018,2018,62,70,Bridegroom younger
KwaZulu-Natal,2017,2018,58,49,Bridegroom older
KwaZulu-Natal,2018,2018,32,28,Bridegroom older
Mpumalanga,1980,2018,30,24,Bridegroom older
Mpumalanga,2016,2018,52,44,Bridegroom older
Mpumalanga,1987,2018,19,15,Bridegroom older
Mpumalanga,2011,2018,36,29,Bridegroom older
Mpumalanga,2005,2018,24,25,Bridegroom younger
Limpopo,2014,2018,44,32,Bridegroom older
KwaZulu-Natal,1987,2018,57,29,Bridegroom older
KwaZulu-Natal,1987,2018,57,29,Bridegroom older
KwaZulu-Natal,1994,2018,56,32,Bridegroom older
KwaZulu-Natal,1999,2018,55,55,Spouses same age
KwaZulu-Natal,1975,2018,29,25,Bridegroom older
KwaZulu-Natal,1997,2018,49,31,Bridegroom older
KwaZulu-Natal,1978,2018,30,34,Bridegroom younger
KwaZulu-Natal,1994,2018,46,39,Bridegroom older
KwaZulu-Natal,1988,2018,37,26,Bridegroom older
KwaZulu-Natal,1984,2018,32,25,Bridegroom older
KwaZulu-Natal,2017,2018,63,40,Bridegroom older
KwaZulu-Natal,1994,2018,40,34,Bridegroom older
KwaZulu-Natal,1978,2018,24,27,Bridegroom younger
KwaZulu-Natal,1978,2018,24,25,Bridegroom younger
KwaZulu-Natal,1988,2018,33,26,Bridegroom older
KwaZulu-Natal,1990,2018,35,31,Bridegroom older
KwaZulu-Natal,1993,2018,38,34,Bridegroom older
KwaZulu-Natal,1986,2018,30,25,Bridegroom older
KwaZulu-Natal,1985,2018,27,22,Bridegroom older
KwaZulu-Natal,1989,2018,27,25,Bridegroom older
KwaZulu-Natal,1993,2018,31,32,Bridegroom younger
KwaZulu-Natal,1998,2018,31,29,Bridegroom older
KwaZulu-Natal,2018,2018,35,37,Bridegroom younger
KwaZulu-Natal,2005,2018,34,26,Bridegroom older
Gauteng,2000,2018,71,60,Bridegroom older
Gauteng,2016,2018,44,42,Bridegroom older
Gauteng,2012,2018,37,28,Bridegroom older
Gauteng,2014,2018,32,28,Bridegroom older
Outside RSA,2003,2018,25,24,Bridegroom older
Gauteng,1971,2018,29,22,Bridegroom older
KwaZulu-Natal,2017,2018,64,60,Bridegroom older
KwaZulu-Natal,2015,2018,44,36,Bridegroom older
KwaZulu-Natal,2018,2018,40,35,Bridegroom older
North West,2011,2018,40,42,Bridegroom younger
KwaZulu-Natal,2018,2018,58,56,Bridegroom older
KwaZulu-Natal,2016,2018,47,46,Bridegroom older
Northern Cape,2015,2018,48,30,Bridegroom older
Mpumalanga,2011,2018,60,37,Bridegroom older
Mpumalanga,2007,2018,71,33,Bridegroom older
Outside RSA,2011,2018,50,41,Bridegroom older
Free State,2013,2018,25,28,Bridegroom younger
KwaZulu-Natal,1967,2018,37,40,Bridegroom younger
KwaZulu-Natal,1969,2018,36,28,Bridegroom older
KwaZulu-Natal,1970,2018,25,27,Bridegroom younger
KwaZulu-Natal,1992,2018,47,43,Bridegroom older
KwaZulu-Natal,1971,2018,25,24,Bridegroom older
KwaZulu-Natal,1988,2018,41,39,Bridegroom older
KwaZulu-Natal,2015,2018,64,48,Bridegroom older
KwaZulu-Natal,1981,2018,29,26,Bridegroom older
KwaZulu-Natal,1986,2018,28,25,Bridegroom older
KwaZulu-Natal,1989,2018,31,26,Bridegroom older
KwaZulu-Natal,1993,2018,35,35,Spouses same age
KwaZulu-Natal,2005,2018,45,40,Bridegroom older
KwaZulu-Natal,2004,2018,43,37,Bridegroom older
KwaZulu-Natal,2017,2018,40,39,Bridegroom older
KwaZulu-Natal,2018,2018,40,33,Bridegroom older
KwaZulu-Natal,2015,2018,37,36,Bridegroom older
KwaZulu-Natal,2018,2018,38,22,Bridegroom older
Eastern Cape,1978,2018,43,19,Bridegroom older
Eastern Cape,2006,2018,45,42,Bridegroom older
Limpopo,1984,2018,34,16,Bridegroom older
Limpopo,2004,2018,41,42,Bridegroom younger
Limpopo,2005,2018,33,31,Bridegroom older
Mpumalanga,2015,2018,48,41,Bridegroom older
Mpumalanga,2010,2018,26,29,Bridegroom younger
Limpopo,1997,2018,48,33,Bridegroom older
Limpopo,2007,2018,43,43,Spouses same age
Limpopo,1998,2018,43,20,Bridegroom older
Northern Cape,2015,2018,60,53,Bridegroom older
Mpumalanga,2010,2018,45,37,Bridegroom older
Limpopo,1995,2018,27,20,Bridegroom older
KwaZulu-Natal,2000,2018,62,42,Bridegroom older
KwaZulu-Natal,1986,2018,37,31,Bridegroom older
KwaZulu-Natal,1993,2018,37,28,Bridegroom older
KwaZulu-Natal,1992,2018,30,30,Spouses same age
KwaZulu-Natal,1992,2018,28,26,Bridegroom older
KwaZulu-Natal,1993,2018,43,24,Bridegroom older
Mpumalanga,1987,2018,46,29,Bridegroom older
Mpumalanga,2017,2018,64,43,Bridegroom older
Mpumalanga,2017,2018,44,37,Bridegroom older
KwaZulu-Natal,1957,2018,25,28,Bridegroom younger
KwaZulu-Natal,1955,2018,19,19,Spouses same age
KwaZulu-Natal,1969,2018,31,18,Bridegroom older
KwaZulu-Natal,1969,2018,27,20,Bridegroom older
KwaZulu-Natal,1971,2018,26,26,Spouses same age
KwaZulu-Natal,1968,2018,21,21,Spouses same age
KwaZulu-Natal,1968,2018,21,21,Spouses same age
KwaZulu-Natal,1989,2018,28,30,Bridegroom younger
Limpopo,1991,2018,51,48,Bridegroom older
Limpopo,2005,2018,40,41,Bridegroom younger
Mpumalanga,2017,2018,60,52,Bridegroom older
Unknown,1983,2018,26,23,Bridegroom older
Limpopo,1994,2018,41,29,Bridegroom older
Mpumalanga,1965,2018,23,15,Bridegroom older
KwaZulu-Natal,1964,2018,24,22,Bridegroom older
KwaZulu-Natal,1971,2018,23,22,Bridegroom older
KwaZulu-Natal,1991,2018,41,31,Bridegroom older
KwaZulu-Natal,1994,2018,35,32,Bridegroom older
Western Cape,2008,2018,61,47,Bridegroom older
KwaZulu-Natal,1957,2018,24,31,Bridegroom younger
KwaZulu-Natal,1968,2018,27,19,Bridegroom older
KwaZulu-Natal,1964,2018,20,14,Bridegroom older
KwaZulu-Natal,1971,2018,23,16,Bridegroom older
KwaZulu-Natal,1972,2018,21,20,Bridegroom older
Limpopo,2015,2018,40,33,Bridegroom older
Limpopo,2018,2018,37,30,Bridegroom older
KwaZulu-Natal,2017,2018,92,80,Bridegroom older
KwaZulu-Natal,1962,2018,29,26,Bridegroom older
KwaZulu-Natal,1981,2018,39,32,Bridegroom older
KwaZulu-Natal,1994,2018,51,41,Bridegroom older
KwaZulu-Natal,1977,2018,33,28,Bridegroom older
KwaZulu-Natal,1980,2018,36,28,Bridegroom older
KwaZulu-Natal,1973,2018,28,25,Bridegroom older
KwaZulu-Natal,1987,2018,41,27,Bridegroom older
KwaZulu-Natal,1983,2018,37,26,Bridegroom older
KwaZulu-Natal,2018,2018,71,47,Bridegroom older
KwaZulu-Natal,2018,2018,70,53,Bridegroom older
KwaZulu-Natal,1981,2018,29,27,Bridegroom older
KwaZulu-Natal,1989,2018,36,25,Bridegroom older
KwaZulu-Natal,2018,2018,63,59,Bridegroom older
KwaZulu-Natal,1994,2018,37,30,Bridegroom older
KwaZulu-Natal,1987,2018,30,23,Bridegroom older
KwaZulu-Natal,2018,2018,61,48,Bridegroom older
KwaZulu-Natal,1986,2018,28,24,Bridegroom older
KwaZulu-Natal,1987,2018,29,29,Spouses same age
KwaZulu-Natal,2018,2018,54,44,Bridegroom older
KwaZulu-Natal,2018,2018,53,41,Bridegroom older
KwaZulu-Natal,2018,2018,46,32,Bridegroom older
KwaZulu-Natal,2018,2018,33,33,Spouses same age
Eastern Cape,1971,2018,55,40,Bridegroom older
Eastern Cape,2011,2018,45,34,Bridegroom older
KwaZulu-Natal,1974,2018,55,28,Bridegroom older
KwaZulu-Natal,1963,2018,44,21,Bridegroom older
KwaZulu-Natal,1958,2018,37,19,Bridegroom older
KwaZulu-Natal,1957,2018,28,22,Bridegroom older
KwaZulu-Natal,1961,2018,29,29,Spouses same age
KwaZulu-Natal,1964,2018,29,25,Bridegroom older
KwaZulu-Natal,1968,2018,32,21,Bridegroom older
KwaZulu-Natal,1960,2018,22,20,Bridegroom older
KwaZulu-Natal,1960,2018,22,26,Bridegroom younger
KwaZulu-Natal,1970,2018,32,26,Bridegroom older
KwaZulu-Natal,1968,2018,29,21,Bridegroom older
KwaZulu-Natal,1966,2018,26,19,Bridegroom older
KwaZulu-Natal,1965,2018,25,20,Bridegroom older
KwaZulu-Natal,1993,2018,52,50,Bridegroom older
KwaZulu-Natal,1963,2018,21,30,Bridegroom younger
KwaZulu-Natal,1970,2018,26,21,Bridegroom older
KwaZulu-Natal,1970,2018,26,24,Bridegroom older
Eastern Cape,1981,2018,31,22,Bridegroom older
Eastern Cape,1978,2018,26,18,Bridegroom older
Eastern Cape,1983,2018,23,15,Bridegroom older
Eastern Cape,1987,2018,23,18,Bridegroom older
Eastern Cape,2003,2018,34,26,Bridegroom older
Eastern Cape,1994,2018,23,25,Bridegroom younger
Gauteng,2010,2018,36,35,Bridegroom older
Northern Cape,2015,2018,51,47,Bridegroom older
Unknown,1987,2018,29,22,Bridegroom older
Unknown,1997,2018,39,36,Bridegroom older
Limpopo,1990,2018,49,47,Bridegroom older
Limpopo,1990,2018,38,32,Bridegroom older
Limpopo,2017,2018,34,34,Spouses same age
Limpopo,2018,2018,31,26,Bridegroom older
Gauteng,2004,2018,60,49,Bridegroom older
Gauteng,2010,2018,47,43,Bridegroom older
Gauteng,2017,2018,35,36,Bridegroom younger
Gauteng,2017,2018,32,24,Bridegroom older
Gauteng,2018,2018,29,23,Bridegroom older
KwaZulu-Natal,2018,2018,42,23,Bridegroom older
KwaZulu-Natal,2018,2018,37,33,Bridegroom older
Eastern Cape,1983,2018,29,18,Bridegroom older
Eastern Cape,1985,2018,57,46,Bridegroom older
Eastern Cape,1977,2018,30,20,Bridegroom older
Eastern Cape,1979,2018,24,17,Bridegroom older
Eastern Cape,2018,2018,33,25,Bridegroom older
Eastern Cape,2010,2018,22,19,Bridegroom older
Eastern Cape,1992,2018,26,20,Bridegroom older
Free State,2006,2018,52,42,Bridegroom older
Free State,2018,2018,41,24,Bridegroom older
Eastern Cape,2013,2018,39,36,Bridegroom older
Limpopo,1969,2018,24,20,Bridegroom older
Limpopo,1987,2018,42,35,Bridegroom older
Limpopo,2017,2018,72,64,Bridegroom older
Limpopo,1984,2018,39,30,Bridegroom older
Limpopo,1989,2018,44,33,Bridegroom older
Limpopo,2013,2018,68,36,Bridegroom older
Limpopo,2010,2018,24,21,Bridegroom older
Limpopo,2018,2018,72,43,Bridegroom older
Limpopo,2015,2018,46,35,Bridegroom older
Limpopo,1987,2018,35,23,Bridegroom older
Limpopo,1987,2018,35,22,Bridegroom older
Gauteng,2017,2018,41,41,Spouses same age
Gauteng,2010,2018,45,36,Bridegroom older
Limpopo,2013,2018,26,27,Bridegroom younger
Limpopo,2017,2018,31,26,Bridegroom older
Unknown,2014,2018,32,23,Bridegroom older
Limpopo,2018,2018,27,27,Spouses same age
Northern Cape,1989,2018,69,30,Bridegroom older
Northern Cape,1981,2018,52,39,Bridegroom older
Northern Cape,1962,2018,24,20,Bridegroom older
Northern Cape,1981,2018,43,26,Bridegroom older
Northern Cape,1972,2018,29,22,Bridegroom older
Northern Cape,1961,2018,18,24,Bridegroom younger
Northern Cape,1968,2018,22,19,Bridegroom older
Northern Cape,1973,2018,24,20,Bridegroom older
Northern Cape,1981,2018,32,37,Bridegroom younger
Northern Cape,1976,2018,25,23,Bridegroom older
Northern Cape,1979,2018,27,21,Bridegroom older
Northern Cape,1977,2018,25,21,Bridegroom older
Northern Cape,1975,2018,22,19,Bridegroom older
Northern Cape,1981,2018,28,24,Bridegroom older
Northern Cape,1988,2018,35,30,Bridegroom older
Northern Cape,1998,2018,44,43,Bridegroom older
Northern Cape,1979,2018,23,20,Bridegroom older
Northern Cape,1984,2018,28,19,Bridegroom older
Northern Cape,1978,2018,21,20,Bridegroom older
Northern Cape,1982,2018,24,27,Bridegroom younger
Northern Cape,1983,2018,25,27,Bridegroom younger
Northern Cape,1984,2018,25,21,Bridegroom older
Northern Cape,1991,2018,32,28,Bridegroom older
Northern Cape,1990,2018,30,29,Bridegroom older
Northern Cape,1986,2018,22,18,Bridegroom older
Northern Cape,1987,2018,23,19,Bridegroom older
Northern Cape,1998,2018,34,36,Bridegroom younger
Northern Cape,1988,2018,24,22,Bridegroom older
Northern Cape,1989,2018,23,22,Bridegroom older
Northern Cape,2017,2018,48,33,Bridegroom older
Northern Cape,2018,2018,46,40,Bridegroom older
Limpopo,1970,2018,40,22,Bridegroom older
Eastern Cape,2015,2018,55,40,Bridegroom older
Limpopo,1973,2018,28,19,Bridegroom older
Mpumalanga,2011,2018,31,25,Bridegroom older
Western Cape,2012,2018,39,38,Bridegroom older
Mpumalanga,1981,2018,22,17,Bridegroom older
Gauteng,2006,2018,33,33,Spouses same age
Limpopo,2016,2018,38,33,Bridegroom older
Limpopo,2012,2018,41,37,Bridegroom older
North West,2012,2018,63,54,Bridegroom older
North West,2018,2018,29,27,Bridegroom older
Outside RSA,2011,2018,25,27,Bridegroom younger
Eastern Cape,1972,2018,30,26,Bridegroom older
Limpopo,1979,2018,25,23,Bridegroom older
Mpumalanga,2017,2018,44,31,Bridegroom older
Eastern Cape,1979,2018,25,22,Bridegroom older
Mpumalanga,2006,2018,38,35,Bridegroom older
Mpumalanga,2000,2018,48,46,Bridegroom older
KwaZulu-Natal,2018,2018,64,60,Bridegroom older
KwaZulu-Natal,2018,2018,58,55,Bridegroom older
Limpopo,1977,2018,23,14,Bridegroom older
Limpopo,2007,2018,42,24,Bridegroom older
Limpopo,2012,2018,42,30,Bridegroom older
Limpopo,2012,2018,28,29,Bridegroom younger
Free State,2014,2018,55,37,Bridegroom older
Free State,2010,2018,20,24,Bridegroom younger
Limpopo,2008,2018,46,20,Bridegroom older
Limpopo,2009,2018,44,37,Bridegroom older
Limpopo,2015,2018,38,35,Bridegroom older
KwaZulu-Natal,1957,2018,23,25,Bridegroom younger
Mpumalanga,2012,2018,52,46,Bridegroom older
Mpumalanga,2017,2018,47,45,Bridegroom older
Gauteng,1994,2018,44,33,Bridegroom older
Gauteng,2010,2018,56,42,Bridegroom older
Gauteng,2002,2018,43,35,Bridegroom older
Gauteng,2005,2018,41,36,Bridegroom older
Gauteng,2007,2018,42,34,Bridegroom older
Gauteng,2014,2018,43,35,Bridegroom older
Gauteng,2014,2018,40,33,Bridegroom older
Gauteng,2016,2018,39,30,Bridegroom older
Gauteng,2015,2018,36,30,Bridegroom older
Gauteng,2015,2018,32,33,Bridegroom younger
Gauteng,2015,2018,26,28,Bridegroom younger
Unknown,2012,2018,27,31,Bridegroom younger
Limpopo,2018,2018,53,44,Bridegroom older
Limpopo,2016,2018,38,34,Bridegroom older
Limpopo,2018,2018,56,39,Bridegroom older
Limpopo,1992,2018,33,23,Bridegroom older
Limpopo,1990,2018,31,30,Bridegroom older
Limpopo,1978,2018,49,33,Bridegroom older
Limpopo,1994,2018,60,50,Bridegroom older
Limpopo,1971,2018,36,31,Bridegroom older
Limpopo,1986,2018,50,26,Bridegroom older
Limpopo,1988,2018,49,41,Bridegroom older
Limpopo,1971,2018,29,27,Bridegroom older
Limpopo,1990,2018,39,24,Bridegroom older
Limpopo,1975,2018,24,23,Bridegroom older
Limpopo,1986,2018,28,34,Bridegroom younger
Limpopo,1983,2018,62,24,Bridegroom older
Limpopo,1979,2018,40,33,Bridegroom older
Limpopo,1966,2018,26,25,Bridegroom older
Limpopo,2013,2018,53,36,Bridegroom older
Limpopo,2014,2018,48,42,Bridegroom older
Limpopo,2017,2018,56,38,Bridegroom older
Mpumalanga,2012,2018,29,24,Bridegroom older
Limpopo,2009,2018,48,33,Bridegroom older
Limpopo,2018,2018,44,41,Bridegroom older
Limpopo,2018,2018,38,25,Bridegroom older
Eastern Cape,2009,2018,31,29,Bridegroom older
Free State,2014,2018,42,28,Bridegroom older
Limpopo,2013,2018,31,25,Bridegroom older
Limpopo,2015,2018,39,30,Bridegroom older
Mpumalanga,1987,2018,30,34,Bridegroom younger
Limpopo,2014,2018,33,25,Bridegroom older
Limpopo,1980,2018,38,37,Bridegroom older
Unknown,1951,2018,21,16,Bridegroom older
Limpopo,1985,2018,57,50,Bridegroom older
Limpopo,1976,2018,42,33,Bridegroom older
Limpopo,1976,2018,37,34,Bridegroom older
Limpopo,1972,2018,32,19,Bridegroom older
Limpopo,1976,2018,32,27,Bridegroom older
Limpopo,1981,2018,31,23,Bridegroom older
Limpopo,1989,2018,39,24,Bridegroom older
Limpopo,1985,2018,33,26,Bridegroom older
Limpopo,2018,2018,62,55,Bridegroom older
Limpopo,2011,2018,53,44,Bridegroom older
Limpopo,2015,2018,57,52,Bridegroom older
Limpopo,2010,2018,46,41,Bridegroom older
Limpopo,2013,2018,41,34,Bridegroom older
Limpopo,2015,2018,39,29,Bridegroom older
Limpopo,2017,2018,37,28,Bridegroom older
Limpopo,2018,2018,28,26,Bridegroom older
Limpopo,2018,2018,25,25,Spouses same age
Limpopo,2008,2018,31,30,Bridegroom older
Limpopo,2012,2018,29,30,Bridegroom younger
Unknown,2018,2018,47,49,Bridegroom younger
North West,2013,2018,32,27,Bridegroom older
Unknown,1967,2018,22,13,Bridegroom older
Gauteng,1994,2018,27,27,Spouses same age
Mpumalanga,2009,2018,29,28,Bridegroom older
Eastern Cape,2011,2018,37,25,Bridegroom older
KwaZulu-Natal,2018,2018,39,26,Bridegroom older
Limpopo,1998,2018,26,24,Bridegroom older
Limpopo,1997,2018,25,24,Bridegroom older
Limpopo,1996,2018,22,18,Bridegroom older
Limpopo,2009,2018,33,31,Bridegroom older
Limpopo,2014,2018,51,37,Bridegroom older
Limpopo,2011,2018,48,38,Bridegroom older
Limpopo,1974,2018,27,20,Bridegroom older
KwaZulu-Natal,2018,2018,69,69,Spouses same age
KwaZulu-Natal,2018,2018,64,39,Bridegroom older
Limpopo,2018,2018,34,36,Bridegroom younger
Mpumalanga,2009,2018,28,22,Bridegroom older
Limpopo,1981,2018,27,25,Bridegroom older
Eastern Cape,1976,2018,26,18,Bridegroom older
Eastern Cape,1980,2018,28,24,Bridegroom older
Limpopo,1994,2018,19,17,Bridegroom older
Limpopo,1975,2018,21,15,Bridegroom older
Eastern Cape,2011,2018,32,21,Bridegroom older
KwaZulu-Natal,1991,2018,33,33,Spouses same age
KwaZulu-Natal,1988,2018,29,20,Bridegroom older
Mpumalanga,2018,2018,70,44,Bridegroom older
Mpumalanga,2018,2018,67,64,Bridegroom older
Mpumalanga,2018,2018,63,53,Bridegroom older
Mpumalanga,2018,2018,61,43,Bridegroom older
Mpumalanga,2018,2018,60,58,Bridegroom older
Mpumalanga,2018,2018,60,55,Bridegroom older
Mpumalanga,2018,2018,59,45,Bridegroom older
Mpumalanga,2018,2018,58,65,Bridegroom younger
Mpumalanga,2018,2018,57,32,Bridegroom older
Mpumalanga,2003,2018,40,36,Bridegroom older
Mpumalanga,2018,2018,54,43,Bridegroom older
Mpumalanga,1995,2018,31,29,Bridegroom older
Mpumalanga,1995,2018,31,37,Bridegroom younger
Mpumalanga,2018,2018,54,54,Spouses same age
Mpumalanga,2018,2018,53,47,Bridegroom older
Mpumalanga,2018,2018,52,34,Bridegroom older
Mpumalanga,2018,2018,51,46,Bridegroom older
Mpumalanga,2018,2018,51,32,Bridegroom older
Mpumalanga,2018,2018,50,43,Bridegroom older
Mpumalanga,2018,2018,49,47,Bridegroom older
Mpumalanga,2009,2018,40,35,Bridegroom older
Mpumalanga,2009,2018,39,41,Bridegroom younger
Mpumalanga,2018,2018,47,46,Bridegroom older
Mpumalanga,2018,2018,47,38,Bridegroom older
Mpumalanga,2018,2018,47,47,Spouses same age
Mpumalanga,2018,2018,47,49,Bridegroom younger
Mpumalanga,2007,2018,36,34,Bridegroom older
Mpumalanga,2018,2018,46,36,Bridegroom older
Mpumalanga,2018,2018,46,42,Bridegroom older
Mpumalanga,2018,2018,45,39,Bridegroom older
Mpumalanga,2018,2018,44,38,Bridegroom older
Mpumalanga,2018,2018,43,33,Bridegroom older
Mpumalanga,2014,2018,39,25,Bridegroom older
Mpumalanga,2018,2018,42,39,Bridegroom older
Mpumalanga,2018,2018,42,41,Bridegroom older
Mpumalanga,2018,2018,40,38,Bridegroom older
Mpumalanga,2018,2018,40,29,Bridegroom older
Mpumalanga,2018,2018,40,38,Bridegroom older
Mpumalanga,2018,2018,39,34,Bridegroom older
Mpumalanga,2018,2018,38,26,Bridegroom older
Mpumalanga,2018,2018,37,36,Bridegroom older
Mpumalanga,2018,2018,36,37,Bridegroom younger
Mpumalanga,2018,2018,36,35,Bridegroom older
Mpumalanga,2018,2018,36,25,Bridegroom older
Mpumalanga,2018,2018,34,31,Bridegroom older
Mpumalanga,2018,2018,33,29,Bridegroom older
Mpumalanga,2017,2018,31,27,Bridegroom older
Mpumalanga,2018,2018,29,29,Spouses same age
Mpumalanga,2018,2018,29,29,Spouses same age
Mpumalanga,2018,2018,28,27,Bridegroom older
Limpopo,2017,2018,36,33,Bridegroom older
Limpopo,2014,2018,27,24,Bridegroom older
KwaZulu-Natal,1971,2018,22,17,Bridegroom older
Unknown,2017,2018,49,32,Bridegroom older
Free State,2015,2018,40,31,Bridegroom older
Free State,2009,2018,27,26,Bridegroom older
Gauteng,2008,2018,48,31,Bridegroom older
Gauteng,2013,2018,52,46,Bridegroom older
Gauteng,1992,2018,26,23,Bridegroom older
Gauteng,2003,2018,36,34,Bridegroom older
Gauteng,2006,2018,36,38,Bridegroom younger
Gauteng,2004,2018,29,30,Bridegroom younger
Gauteng,2016,2018,35,24,Bridegroom older
Limpopo,2007,2018,43,38,Bridegroom older
Gauteng,2015,2018,32,22,Bridegroom older
Gauteng,2018,2018,70,63,Bridegroom older
Gauteng,2018,2018,68,52,Bridegroom older
Gauteng,2018,2018,64,39,Bridegroom older
Gauteng,2018,2018,60,39,Bridegroom older
Gauteng,2017,2018,59,51,Bridegroom older
Gauteng,2013,2018,55,61,Bridegroom younger
Gauteng,2018,2018,55,43,Bridegroom older
Gauteng,2017,2018,53,45,Bridegroom older
Gauteng,2018,2018,53,44,Bridegroom older
Gauteng,2018,2018,53,48,Bridegroom older
Gauteng,2018,2018,52,31,Bridegroom older
Gauteng,2018,2018,50,43,Bridegroom older
Gauteng,2006,2018,31,30,Bridegroom older
Gauteng,2018,2018,40,29,Bridegroom older
Gauteng,2018,2018,39,22,Bridegroom older
Gauteng,2018,2018,38,34,Bridegroom older
Gauteng,2006,2018,24,24,Spouses same age
Gauteng,2018,2018,36,32,Bridegroom older
Gauteng,2018,2018,36,33,Bridegroom older
Gauteng,2018,2018,33,24,Bridegroom older
Gauteng,2017,2018,32,28,Bridegroom older
Gauteng,2018,2018,32,27,Bridegroom older
Gauteng,2018,2018,31,27,Bridegroom older
Gauteng,2018,2018,31,33,Bridegroom younger
Mpumalanga,1968,2018,24,26,Bridegroom younger
Mpumalanga,1995,2018,51,42,Bridegroom older
KwaZulu-Natal,1991,2018,39,38,Bridegroom older
KwaZulu-Natal,2000,2018,29,25,Bridegroom older
